Price,Close,High,Low,Open,Volume,Ticker
Ticker,XOM,XOM,XOM,XOM,XOM,
Date,,,,,,
2023-01-03,97.81239318847656,101.03576147226374,96.87568248571772,100.81536183894673,15146200,XOM
2023-01-04,98.0970687866211,98.40930799895757,96.20529081636302,96.24202525348363,18058400,XOM
2023-01-05,100.29190063476562,100.97147020573236,97.6287134970279,97.65626257328125,15946600,XOM
2023-01-06,101.50410461425781,102.84487998242683,100.7143317662932,101.0908544756988,16348100,XOM
2023-01-09,99.61233520507812,102.52347115650093,99.0062274767962,102.52347115650093,17964600,XOM
2023-01-10,101.10003662109375,101.3204432425426,99.18989494651248,100.82453885384885,15104600,XOM
2023-01-11,102.2755126953125,102.34897455924062,100.18169192987601,101.92653906455119,16710400,XOM
2023-01-12,103.97445678710938,104.45199050828074,102.61531049298152,102.68877937512427,15357300,XOM
2023-01-13,103.91016387939453,104.22239609072622,103.00100931574201,103.87342944164182,12011400,XOM
2023-01-17,103.70812225341797,104.76421450981728,103.46935192438696,104.1489284757539,16542200,XOM
2023-01-18,101.57757568359375,104.80095065579458,101.38472514766752,104.01117779073823,16399700,XOM
2023-01-19,102.2295913696289,102.97344440279852,100.63168199948132,101.08166656220567,12928000,XOM
2023-01-20,104.09382629394531,104.17648052828555,101.57757692900046,102.26633185420042,16515600,XOM
2023-01-23,103.55201721191406,105.23257403594705,103.44181389297012,104.36015386503581,16584400,XOM
2023-01-24,104.5162582397461,104.70910877145404,96.30630457593765,100.24598345436976,13583000,XOM
2023-01-25,103.96526336669922,104.3693351807857,102.29388496258382,103.98363408900008,11914700,XOM
2023-01-26,108.14371490478516,108.16207862105212,105.00298693842088,105.35196060489348,21019700,XOM
2023-01-27,106.16928100585938,108.06105903989686,105.96724509807329,107.39985316218885,15179200,XOM
2023-01-30,104.28668212890625,106.05907850669507,103.91016639399014,105.69174112665605,18672100,XOM
2023-01-31,106.53662109375,106.89477311889158,101.41228241750885,102.94590847453846,27861800,XOM
2023-02-01,105.37031555175781,107.79473226713883,104.08463832235826,106.37130966125633,19464900,XOM
2023-02-02,102.073486328125,105.67337723240855,100.86127788050389,105.47134132340875,24562100,XOM
2023-02-03,102.7806167602539,104.79178371269094,102.45001378159635,102.7622530420523,20226600,XOM
2023-02-06,102.60612487792969,103.85506075410072,101.31126219569605,103.18467651951921,13855200,XOM
2023-02-07,105.53561401367188,105.89376599511375,102.87242704403512,103.21221531125971,16013300,XOM
2023-02-08,104.61727142333984,106.3713038561892,104.5529879156969,105.65499991206028,18459700,XOM
2023-02-09,105.01216888427734,106.747830779733,104.85605277876343,105.2601245872725,17439300,XOM
2023-02-10,109.43856048583984,109.86099598473214,106.67436252528091,106.99578007809275,24918600,XOM
2023-02-13,109.01287841796875,109.36453031366365,107.25460481891301,108.93884421036226,14536200,XOM
2023-02-14,107.7358169555664,109.02213135315122,107.36565296439798,108.28181043110527,12079000,XOM
2023-02-15,107.41191864013672,107.43042366127717,105.62588403774132,107.08802781800085,13663400,XOM
2023-02-16,107.09727478027344,108.06894716431414,106.23664663424321,106.70859876636736,11360600,XOM
2023-02-17,102.97923278808594,105.67216905535606,102.70161507804103,105.67216905535606,20758300,XOM
2023-02-21,102.87742614746094,103.99716702630988,102.54427928396814,102.54427928396814,14469400,XOM
2023-02-22,101.54485321044922,102.69235523547117,100.5361565051667,102.23890805031016,13973800,XOM
2023-02-23,102.47949981689453,103.48819643528556,101.70216185215165,102.47025083656925,11289400,XOM
2023-02-24,102.48876190185547,102.68309640450221,100.88780567487417,101.17468646855428,14351000,XOM
2023-02-27,102.30368041992188,102.96071811717387,101.75768697216623,102.5350320200933,11710500,XOM
2023-02-28,101.71143341064453,103.0532700327246,101.07290065626461,102.94221870926549,18107000,XOM
2023-03-01,102.61831665039062,103.51596200132632,101.09139465572719,101.15617282227458,13200000,XOM
