Price,Close,High,Low,Open,Volume,Ticker
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,
Date,,,,,,
2023-01-03,89.27714538574219,91.11843044134119,88.60035064579858,89.4065374171645,20738500,GOOG
2023-01-04,88.29180908203125,90.8098811314599,87.38610288413852,90.58096963247291,27046500,GOOG
2023-01-05,86.36094665527344,87.7941606559298,86.15193754574908,87.65482124958022,23136100,GOOG
2023-01-06,87.7444076538086,88.05294384962349,85.16661325169555,86.94817590492201,26612600,GOOG
2023-01-09,88.38139343261719,90.40182265125355,88.16242931353618,88.77452803301881,22996700,GOOG
2023-01-10,88.8193130493164,89.05320584713402,86.29128591056448,86.31119588121177,22855600,GOOG
2023-01-11,91.8250732421875,92.01417238726286,89.31694868624322,89.635439849633,25998800,GOOG
2023-01-12,91.47672271728516,92.18337473330077,90.14303577928821,91.9644106394932,22754200,GOOG
2023-01-13,92.3625259399414,92.54167768896369,90.50133874695594,91.09651923439354,18630700,GOOG
2023-01-17,91.72554779052734,92.53172690097314,90.41176317583279,92.34262015914376,22935800,GOOG
2023-01-18,91.34733581542969,93.14681132961738,90.96912991895344,92.5018710679812,19641600,GOOG
2023-01-19,93.46729278564453,93.95498069972525,90.94921334224942,90.95916832637336,28707700,GOOG
2023-01-20,98.81198120117188,98.95132061724973,95.45787263688962,95.49767738997299,53704800,GOOG
2023-01-23,100.73287963867188,100.92198637945205,98.2844773668706,98.66268325500256,31791800,GOOG
2023-01-24,98.7423095703125,100.61344425937016,98.23471165395418,99.08071071236088,27391400,GOOG
2023-01-25,96.27400207519531,97.2593329248107,94.81292016231012,96.74178003875029,31000900,GOOG
2023-01-26,98.69254302978516,98.74230276345453,96.36357032201786,97.81668667081065,24542100,GOOG
2023-01-27,100.23523712158203,101.10113854540126,98.50344186737202,98.58306655785783,29020400,GOOG
2023-01-30,97.48825073242188,98.94037249402334,97.06027749227827,98.27950879283037,24365100,GOOG
2023-01-31,99.3991928100586,99.43900515216066,97.32899658131807,97.39866628163973,22306800,GOOG
2023-02-01,100.95184326171875,101.70826262782808,97.95603075102244,99.26980775877634,26392600,GOOG
2023-02-02,108.28710174560547,108.30700412117132,106.03775363524876,106.28657509367761,46622600,GOOG
2023-02-03,104.7239761352539,107.5107719002087,102.81302916612579,103.02203827899028,36823400,GOOG
2023-02-06,102.98223114013672,104.20642851928456,101.72816880613156,102.20092808008586,25573000,GOOG
2023-02-07,107.53067779541016,108.1577051102493,103.05984964740256,103.14146381125228,33738800,GOOG
2023-02-08,99.5285873413086,103.0917125905503,97.99087248930825,102.20590877068695,73546000,GOOG
2023-02-09,95.0099868774414,100.13571055317259,93.41753102694793,100.06604084700814,97798600,GOOG
2023-02-10,94.4128189086914,96.56263245463339,94.08437274682724,95.28866774690057,49325300,GOOG
2023-02-13,94.55215454101562,94.9005030653758,93.6066360329768,94.5621095255483,43116600,GOOG
2023-02-14,94.50239562988281,94.72634103796074,92.21324255629635,94.21376939358002,42513100,GOOG
2023-02-15,96.64225006103516,96.88111652786327,93.91516908391556,94.29337495584576,36964500,GOOG
2023-02-16,95.32848358154297,97.41858248123923,94.52230442149285,95.08961708845939,35642100,GOOG
2023-02-17,94.14408874511719,95.29862402303579,93.00946343733028,94.62182931370424,31095100,GOOG
2023-02-21,91.61607360839844,92.97463678728393,91.56630627413868,92.80045871080388,28367200,GOOG
2023-02-22,91.36724853515625,91.9246062085135,90.44163234565723,91.500611925036,29891100,GOOG
2023-02-23,90.64068603515625,91.6956866525768,89.5856854177357,91.6956866525768,32423700,GOOG
2023-02-24,88.92878723144531,89.70510896249682,88.4410993017847,89.20746604839424,31295600,GOOG
2023-02-27,89.67525482177734,90.02360335546858,89.18756687460962,89.66529983697802,22724300,GOOG
2023-02-28,89.87432098388672,91.0188937091269,89.09799159324385,89.11790156382462,30546900,GOOG
2023-03-01,90.08332824707031,90.77007034929314,89.42643591324207,89.73497970341688,26323900,GOOG
2023-03-02,91.87483215332031,92.04403651471844,89.34680524447734,89.43638491738555,23328600,GOOG
2023-03-03,93.57677459716797,93.66635427447287,92.223192793545,92.30280989251439,30242500,GOOG
2023-03-06,95.1294174194336,95.8460244015912,93.85545282601029,93.91516754338078,28288200,GOOG
2023-03-07,93.72606658935547,95.63701359724607,93.40160698664005,94.97017390075743,24101500,GOOG
2023-03-08,94.20381164550781,95.786312576485,93.95996386717117,93.95996386717117,25395200,GOOG
2023-03-09,92.22319030761719,95.46781670437458,91.91962782028254,94.04455763819666,24438900,GOOG
2023-03-10,90.58097076416016,92.74073931800866,90.37196163895824,92.06394461064731,32850100,GOOG
2023-03-13,91.2279052734375,92.64120936758242,89.51601238489984,90.138066045361,31508600,GOOG
2023-03-14,93.80570220947266,94.38296989164628,92.34263062584571,92.63126446693254,32303900,GOOG
2023-03-15,96.09485626220703,96.79155335178928,92.60140064232174,93.09904359014584,38367300,GOOG
2023-03-16,100.59354400634766,101.48930282075987,95.41806044618829,96.11475752771521,54499500,GOOG
2023-03-17,101.97698974609375,103.00213298143821,100.27505181264394,100.36462389646458,76140300,GOOG
2023-03-20,101.44947814941406,102.09641541419684,100.31485298681007,100.58357680177302,26033900,GOOG
2023-03-21,105.34104919433594,105.46048622824132,101.37981582099496,101.49925285490033,33122800,GOOG
2023-03-22,103.72869873046875,107.00319028480114,103.71874374521104,104.64435994502796,32336900,GOOG
2023-03-23,105.75907897949219,106.59611020702042,104.91308750622107,105.39082047288845,31385800,GOOG
2023-03-24,105.56001281738281,105.6595474752362,104.2462358240578,105.24152165516549,25236200,GOOG
