Price,Close,High,Low,Open,Volume,Ticker
Ticker,COP,COP,COP,COP,COP,
Date,,,,,,
2023-01-03,104.39094543457031,108.87591755452121,103.28354082580324,107.56548841544706,5424400,COP
2023-01-04,104.59396362304688,105.48911339956594,101.93620521744006,102.63756077027902,4837600,COP
2023-01-05,107.75929260253906,108.70981726784278,104.76931325963673,104.76931325963673,5177700,COP
2023-01-06,109.10662078857422,110.91537381896961,108.46986334477697,109.35578276533828,4442300,COP
2023-01-09,108.30375671386719,111.34911054663696,107.84233989318462,111.03534344742862,5403200,COP
2023-01-10,108.96820831298828,109.46653937108378,107.6762396854069,109.10663478034746,4042700,COP
2023-01-11,109.11585235595703,110.32476926445324,107.88848891241373,109.99254857638765,4569900,COP
2023-01-12,110.88771057128906,111.75516953830088,108.75595974824382,109.25429083516363,5072500,COP
2023-01-13,112.09661102294922,112.44728529542896,109.36502410711847,111.27528959058326,4360200,COP
2023-01-17,110.96153259277344,113.08405311943092,110.33400533590051,111.71825601659111,5228500,COP
2023-01-18,109.40193176269531,114.16374972418778,109.2265911166019,111.84743529682991,5138700,COP
2023-01-19,110.40782165527344,110.97998107536392,107.28864633051182,108.4791026306061,5049100,COP
2023-01-20,112.40113830566406,112.50265056763486,110.04790974639467,110.88769172439636,5101400,COP
2023-01-23,110.86000061035156,113.66541566950525,110.71235089179704,113.01020464197192,3963200,COP
2023-01-24,109.64186096191406,111.66286885789097,108.56214730817098,111.66286885789097,4216900,COP
2023-01-25,111.08149719238281,111.09072046028763,107.63932432566696,109.07894267302116,3984700,COP
2023-01-26,115.0312271118164,115.10505550078359,111.47831862055719,112.85333892192325,5807400,COP
2023-01-27,114.07147216796875,116.63694868130673,113.98841347531864,115.06813423579656,4857500,COP
2023-01-30,111.22915649414062,113.139422173476,111.04459255089265,112.6687749653316,5246300,COP
2023-01-31,112.46573638916016,112.6687538724605,109.90948330569023,110.94305950010582,5200100,COP
2023-02-01,108.61750793457031,111.63517763906735,106.31042401887713,111.39523894045008,7282300,COP
2023-02-02,102.71139526367188,106.48578177732453,101.29023049813644,104.7323963112399,11531300,COP
2023-02-03,99.7675552368164,103.7172824795903,99.44456483904987,102.72062036019989,13504200,COP
2023-02-06,99.19539642333984,101.4655665715855,98.49404785246448,100.19205854910506,11516300,COP
2023-02-07,103.37581634521484,103.49578921874053,99.12155994427394,100.04439354044521,7370600,COP
2023-02-08,102.24073028564453,104.28019159496765,101.3640341850069,103.56961285632653,6713200,COP
2023-02-09,101.44709777832031,103.11742433881734,101.37326940067165,102.07462490701084,5768300,COP
2023-02-10,106.1812515258789,106.46733478277581,103.20050238586015,103.33892885975698,10779200,COP
2023-02-13,104.1048812866211,105.76410875403063,103.9287670690134,105.6250660028607,6018200,COP
2023-02-14,105.25430297851562,106.08854540663958,102.47347602607937,102.89059724014135,7308100,COP
2023-02-15,103.49311065673828,103.97511754779534,101.94511869137187,103.65068915265995,7203700,COP
2023-02-16,100.4434814453125,103.54873714558852,100.19320303096839,102.77937323780397,6531900,COP
2023-02-17,96.51324462890625,98.87694349088325,95.63264511122094,98.38566515348444,11294500,COP
2023-02-21,97.61630249023438,98.36713064788701,95.94781040302595,96.41128160591873,7200600,COP
2023-02-22,96.47615051269531,97.77387106950258,95.43797265284789,97.77387106950258,7929500,COP
2023-02-23,97.72753143310547,98.62666663667201,96.46688928179694,98.25588828534441,6095800,COP
2023-02-24,97.56068420410156,97.83876974322565,95.80876369484326,96.55958474966566,5617900,COP
2023-02-27,98.12611389160156,98.42273514909783,95.88291518978544,97.48652143212172,7429300,COP
2023-02-28,95.79949951171875,99.47019071597977,95.76242096557354,98.8676837891464,8771800,COP
2023-03-01,98.48760986328125,99.81313750714503,95.68824749932132,96.15171860456029,6064700,COP
2023-03-02,100.41566467285156,100.99963579696079,98.05195889391696,98.32077301923958,5458600,COP
