Price,Close,High,Low,Open,Volume,Ticker
Ticker,BAC,BAC,BAC,BAC,BAC,
Date,,,,,,
2023-01-03,31.492919921875,32.03800951109795,31.210978638001514,31.22977520160347,35221500,BAC
2023-01-04,32.084991455078125,32.7240601244124,31.79365375161023,31.859439915946663,41998500,BAC
2023-01-05,32.01920700073242,32.08499316858217,31.558703825784146,31.878234592438794,34177000,BAC
2023-01-06,32.33873748779297,32.49850643710422,31.521106938602554,32.03799973211197,34068700,BAC
2023-01-09,31.85004234313965,32.66767301053588,31.680876882978033,32.6582765227835,43818800,BAC
2023-01-10,32.066200256347656,32.20717268067842,31.61509351759797,31.709076328844368,35096000,BAC
2023-01-11,32.310550689697266,32.366936789114796,31.95342319138362,32.06619897529621,36783700,BAC
2023-01-12,32.39513397216797,32.77105445326465,32.29175467471617,32.51730624635865,44230400,BAC
2023-01-13,33.10938262939453,33.259751526284845,31.098197289082627,32.14138307973048,89667800,BAC
2023-01-17,32.442115783691406,32.73345704417938,32.09438843638924,32.60188114310058,56458400,BAC
2023-01-18,31.69027328491211,32.27295225515243,31.49291121420042,32.263555768488516,54517800,BAC
2023-01-19,31.22977066040039,31.53050846414476,30.910236295787325,31.276760270033435,42707100,BAC
2023-01-20,31.81244659423828,31.850039712297274,31.09819527650278,31.295553768696884,45004400,BAC
2023-01-23,32.254154205322266,32.43271612429557,31.718464863325575,31.77485453593246,33683300,BAC
2023-01-24,32.48910903930664,32.69586760775622,31.906430037858062,32.16017821229788,26716700,BAC
2023-01-25,32.77104949951172,32.855632222361315,32.188370511590634,32.23536011648995,28859700,BAC
2023-01-26,33.2127571105957,33.22215359681987,32.69586432642385,32.94021240409675,30035500,BAC
2023-01-27,33.31614685058594,33.62628118448586,33.146981364794016,33.306746776332,29964900,BAC
2023-01-30,33.175167083740234,33.41951876923601,33.06239131316832,33.09058435954202,27353500,BAC
2023-01-31,33.344337463378906,33.344337463378906,32.89323072930067,33.05299612914858,38917400,BAC
2023-02-01,33.75784683227539,34.07738117690504,32.99660588262621,33.08118860870692,44438700,BAC
2023-02-02,33.9552116394043,34.19016327679416,33.3067428257587,33.92701500506483,33729100,BAC
2023-02-03,34.237152099609375,34.54728638958887,33.739055787026686,33.85183156655765,37411700,BAC
2023-02-06,34.18076705932617,34.246553238409966,33.81424303726561,34.06799126447935,29463200,BAC
2023-02-07,34.55669021606445,34.77284531075984,33.95521454646376,33.99280408700546,44100200,BAC
2023-02-08,34.302940368652344,34.622474751105905,34.15257145838464,34.21835763255941,28032800,BAC
2023-02-09,33.56989288330078,34.161968459764005,33.41952397077522,34.086785796040054,35257100,BAC
2023-02-10,33.438316345214844,33.447712832599414,32.92141991213318,33.410119712906706,32898900,BAC
2023-02-13,33.50410079956055,33.62627305470112,33.259749119125324,33.34433184157182,29163900,BAC
2023-02-14,33.47591018676758,33.823641211047594,33.325541273727836,33.48531026043875,33625200,BAC
2023-02-15,33.419525146484375,33.46651476109966,33.043601059406505,33.193969977222096,23500100,BAC
2023-02-16,33.156375885009766,33.51350339881591,33.099989783146164,33.28794823612843,22681100,BAC
2023-02-17,33.2221565246582,33.25974964302147,32.64887760246524,32.96841193839886,28562700,BAC
2023-02-21,32.442115783691406,32.94021200429262,32.20716419509434,32.80863968829055,37068900,BAC
2023-02-22,32.2259635925293,32.47031168877136,32.01920502911729,32.2917497563282,38550400,BAC
