Price,Close,High,Low,Open,Volume,Ticker
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,
Date,,,,,,
2023-01-03,123.47061157226562,129.22605213593528,122.58211921528644,128.6139854814398,112117500,AAPL
2023-01-04,124.7441177368164,127.01470850998557,123.48048749262259,125.26733892869382,89113600,AAPL
2023-01-05,123.42124938964844,126.13608257581905,123.16457967496471,125.50426745503849,80962700,AAPL
2023-01-06,127.9624252319336,128.6238555191488,123.29291630250204,124.39859654565812,87754700,AAPL
2023-01-09,128.48565673828125,131.70397802412538,128.22898699932045,128.80157186038267,70790800,AAPL
2023-01-10,129.0582275390625,129.58144872233615,126.48160347682453,128.5942366688145,63896200,AAPL
2023-01-11,131.78294372558594,131.8026771210122,128.7916923794983,129.57158328133335,69458900,AAPL
2023-01-12,131.7039794921875,132.54310080025633,129.75917030810112,132.1679704181571,71379600,AAPL
2023-01-13,133.03668212890625,133.19463966232263,129.97633400317605,130.3415976184994,57809700,AAPL
2023-01-17,134.20162963867188,135.53435707802646,132.41477795673228,133.1058234879157,63646600,AAPL
2023-01-18,133.48095703125,136.83747220518643,133.3032510170013,135.0703691429246,69672800,AAPL
2023-01-19,133.54019165039062,134.50765533885576,132.0593734264766,132.36540678256628,58280400,AAPL
2023-01-20,136.10693359375,136.2550244536786,132.50361529041555,133.55005775379874,80223600,AAPL
2023-01-23,139.30552673339844,141.48727252057145,136.1365686570124,136.3537565657324,81760300,AAPL
2023-01-24,140.70733642578125,141.32928485597137,138.50585770726414,138.51572440513698,66435100,AAPL
2023-01-25,140.04588317871094,140.6085861384213,137.03488381847254,139.0882864139194,65799300,AAPL
2023-01-26,142.11904907226562,142.40533393014599,140.08537965694651,141.33914314056878,54105100,AAPL
2023-01-27,144.06387329101562,145.34725220094586,141.2503274776649,141.3293062635936,70555800,AAPL
2023-01-30,141.17132568359375,143.68871946900538,141.02324989890042,143.10626796433064,64015300,AAPL
2023-01-31,142.44482421875,142.49418783542103,140.46053336332577,140.87516062877287,65874500,AAPL
2023-02-01,143.5702362060547,144.73515421762997,139.51280928282884,142.1289150988489,77663600,AAPL
2023-02-02,148.89132690429688,149.24670877710787,146.27520596359832,146.99586653400996,118339000,AAPL
2023-02-03,152.52427673339844,155.36745253753844,145.93957351960248,146.13701293629845,154357300,AAPL
2023-02-06,149.78968811035156,151.14217893420934,148.85183962560956,150.61895772492184,69858300,AAPL
2023-02-07,152.67233276367188,153.24491754252153,148.7136179890826,148.7136179890826,83322600,AAPL
2023-02-08,149.97727966308594,152.60326780122008,149.23687049310803,151.91222225530666,64120100,AAPL
2023-02-09,148.940673828125,152.35643407265164,148.49643142830433,151.81346444457745,56007100,AAPL
2023-02-10,149.30653381347656,149.63281307537432,147.53673245711806,147.77403058031547,57450700,AAPL
2023-02-13,152.11447143554688,152.51983488560623,149.21751602061343,149.2471763928944,62199000,AAPL
2023-02-14,151.47178649902344,152.03536371466862,149.158187068462,150.40396789568928,61707600,AAPL
2023-02-15,153.57777404785156,153.745854522139,151.1554147270533,151.38281594677636,65573800,AAPL
2023-02-16,151.97605895996094,154.5664988468429,151.6201193880744,151.77830301928833,68167900,AAPL
2023-02-17,150.8291473388672,151.2740680510971,149.1483273778538,150.63140647639398,59144100,AAPL
2023-02-21,146.8050537109375,149.59324968756485,146.73585119733022,148.50565230235682,58867200,AAPL
2023-02-22,147.23020935058594,148.2584708875877,145.4999504020457,147.19065212608928,51011300,AAPL
2023-02-23,147.71466064453125,148.6440592209031,145.57903837527164,148.3968793904493,48394200,AAPL
2023-02-24,145.05502319335938,145.5296042594395,144.07618560082526,145.45050490064946,55469600,AAPL
2023-02-27,146.25137329101562,147.48727255329774,145.7866739614647,146.04375066348234,44998500,AAPL
2023-02-28,145.7471160888672,147.39827551462352,145.17365708267755,145.39117653628946,50547000,AAPL
2023-03-01,143.67080688476562,145.56914623363537,143.37418806129784,145.17366452678502,55479000,AAPL
2023-03-02,144.26402282714844,145.05500120850633,142.27668756957132,142.7512836503807,52238100,AAPL
2023-03-03,149.32627868652344,149.40537804304904,145.66802019550744,146.3700024688502,70732300,AAPL
2023-03-06,152.0947265625,154.53686499973716,151.72890516544965,152.05516933291133,87558000,AAPL
2023-03-07,149.88986206054688,152.29244288057856,149.42516275115915,151.96616367909397,56182000,AAPL
2023-03-08,151.14553833007812,151.7387760380252,150.11727673451966,151.08621757661572,47204800,AAPL
2023-03-09,148.89126586914062,152.79670487641312,148.53532624571014,151.8277639907766,53833600,AAPL
2023-03-10,146.82485961914062,149.23733784089035,145.94489978448573,148.5155767619779,68572400,AAPL
2023-03-13,148.77259826660156,151.41247705797895,146.03384150790953,146.14260123729179,84457100,AAPL
2023-03-14,150.86866760253906,151.66952778576984,148.4067663113716,149.57344779147112,73695900,AAPL
2023-03-15,151.26417541503906,151.52123700910988,148.22879983662045,149.48447760738804,77167900,AAPL
2023-03-16,154.09193420410156,154.69505367945354,149.9294186304983,150.4435569750594,76161100,AAPL
2023-03-17,153.2515106201172,154.97188784795392,152.53963142836827,154.31932940774055,98944600,AAPL
2023-03-20,155.62442016601562,156.03969557063917,152.4110822679711,153.32071734921686,73641400,AAPL
2023-03-21,157.4832305908203,157.60187209543255,154.77413390443738,155.5453489444009,73938300,AAPL
2023-03-22,156.049560546875,160.31093808710082,156.02978193767285,157.50297904673437,75701800,AAPL
2023-03-23,157.13717651367188,159.7276317574304,155.90127718884906,157.03831361968307,67622100,AAPL
2023-03-24,158.44229125976562,158.53127238912836,156.06937062345713,157.06797183296018,59196500,AAPL
2023-03-27,156.49449157714844,158.9564080964957,156.08911303822106,158.13576925671327,52390300,AAPL
2023-03-28,155.87159729003906,156.70213299816345,154.22043780927265,156.1879947191645,45992200,AAPL
2023-03-29,158.95643615722656,159.23327640666747,157.5524562960156,157.5722198233599,51305700,AAPL
2023-03-30,160.52847290039062,160.63723263142947,159.45077243888025,159.70783403649028,49501700,AAPL
2023-03-31,163.0398406982422,163.1387186836245,160.0835790272574,160.60759915912635,68749800,AAPL
2023-04-03,164.29550170898438,164.4141432098461,162.36750188667764,162.41694087425697,56976200,AAPL
2023-04-04,163.76158142089844,164.95792331758295,163.24744316398008,164.7206403425892,46278300,AAPL
2023-04-05,161.9126739501953,163.18813034939654,159.97479248917713,162.88162976736427,51511700,AAPL
2023-04-06,162.80255126953125,163.0991701273508,160.1725538630794,160.5976959928467,45390100,AAPL
2023-04-10,160.20220947265625,160.20220947265625,158.27420958419825,159.59909001148102,47716900,AAPL
2023-04-11,158.98606872558594,160.52846844172586,158.69933167596588,160.51858667978223,47644200,AAPL
2023-04-12,158.29397583007812,160.23185733032426,157.97757839276272,159.40133668736163,50133100,AAPL
2023-04-13,163.69236755371094,163.92966562076376,159.59907018867185,159.80670788317548,68445600,AAPL
2023-04-14,163.3463134765625,164.44379244447808,161.97199432634915,162.7332972843388,49386500,AAPL
2023-04-17,163.36610412597656,163.52430285260365,162.17964384959518,163.22768401184308,41516200,AAPL
2023-04-18,164.59210205078125,165.52150060084674,163.78134498824443,164.22628073979516,49923000,AAPL
2023-04-19,165.73904418945312,166.26306428456468,163.67260909854727,163.92968580784367,47720200,AAPL
2023-04-20,164.7700958251953,165.97633480151939,163.69239520940707,164.21641532852104,52456400,AAPL
2023-04-21,163.15847778320312,164.5723392677561,162.63445771401044,163.18813815793777,58337300,AAPL
2023-04-24,163.46498107910156,163.73193954278202,162.04122272168698,163.13870186497232,41949600,AAPL
2023-04-25,161.92257690429688,164.43391748853472,161.88301968061162,163.32655661191464,48714100,AAPL
2023-04-26,161.9126739501953,163.41553157370114,160.96351183078312,161.2205734284031,45498800,AAPL
2023-04-27,166.51023864746094,166.65854052357386,163.32656095584278,163.32656095584278,64902300,AAPL
2023-04-28,167.7659149169922,167.9340105056485,165.98623191391812,166.58935140303254,55209200,AAPL
2023-05-01,167.67689514160156,168.52719430592447,166.73761486496383,167.37039458585585,52472900,AAPL
2023-05-02,166.63876342773438,168.42835824019505,165.65004401355455,168.17128153704527,48425700,AAPL
2023-05-03,165.56106567382812,168.9919233057137,165.27434367702065,167.58794352434566,65136000,AAPL
2023-05-04,163.9197998046875,165.15569918374248,162.45649916415186,163.02995828643287,81235400,AAPL
2023-05-05,171.6120147705078,172.33377562947254,168.8337008869275,169.05122033812108,113316400,AAPL
2023-05-08,171.5428009033203,171.88885869773142,170.168481660933,170.53430297922057,55962800,AAPL
2023-05-09,169.8323211669922,171.5823434942616,169.66424069363828,171.09788068478838,45326900,AAPL
2023-05-10,171.6021270751953,172.0668263741992,169.96084934197563,171.06822526711633,53724500,AAPL
2023-05-11,171.7899932861328,172.62051394942262,170.22781484613878,171.88887125937896,49514700,AAPL
2023-05-12,170.8593292236328,172.3345492571858,169.3048853057611,171.89890853860956,45497800,AAPL
2023-05-15,170.36427307128906,171.49297161869612,169.77021484316816,171.44346424843133,37266700,AAPL
2023-05-16,170.36427307128906,171.42365827881974,170.09694535788182,170.28506430037106,42110300,AAPL
2023-05-17,170.97811889648438,171.21573009717264,168.7306172756303,170.00783790944186,57951600,AAPL
2023-05-18,173.31471252441406,173.50283145007626,170.86919670585942,171.28503138533677,65496700,AAPL
2023-05-19,173.4236602783203,174.64146318273222,173.20583990744595,174.64146318273222,55772400,AAPL
2023-05-22,172.47312927246094,172.97808324363118,171.73056412194157,172.2553089530398,43570900,AAPL
2023-05-23,169.85931396484375,171.66127945739515,169.5820908286863,171.41375772100255,50747300,AAPL
2023-05-24,170.1365509033203,170.71080319124064,168.82964388505917,169.393985633902,45143500,AAPL
